killing previous experiments...
initializing cxl memory...
I0912 17:46:56.355921 64626 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0912 17:46:56.355964 64626 Database.h:166] creating hash tables for database...
I0912 17:46:56.360584 64626 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0912 17:46:56.360761 64626 Database.h:146] district initialization finished in 0 milliseconds.
I0912 17:46:56.492671 64626 Database.h:146] customer initialization finished in 131 milliseconds.
I0912 17:46:56.510118 64626 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0912 17:46:56.578783 64626 Database.h:146] item initialization finished in 68 milliseconds.
I0912 17:46:56.863323 64626 Database.h:146] stock initialization finished in 284 milliseconds.
I0912 17:46:56.910902 64626 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0912 17:46:56.910919 64626 Coordinator.h:42] Coordinator initializes 2 workers.
I0912 17:46:56.912081 64626 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0912 17:46:56.950183 64626 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 4087 Bytes)
I0912 17:46:56.950459 64640 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0912 17:46:56.950520 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.950531 64626 Coordinator.h:423] Coordinator 0 connected to 1
I0912 17:46:56.950646 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.950655 64626 Coordinator.h:423] Coordinator 0 connected to 2
I0912 17:46:56.951004 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951016 64626 Coordinator.h:423] Coordinator 0 connected to 3
I0912 17:46:56.951118 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951122 64626 Coordinator.h:423] Coordinator 0 connected to 4
I0912 17:46:56.951190 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951202 64626 Coordinator.h:423] Coordinator 0 connected to 5
I0912 17:46:56.951283 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951287 64626 Coordinator.h:423] Coordinator 0 connected to 6
I0912 17:46:56.951359 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951362 64626 Coordinator.h:423] Coordinator 0 connected to 7
I0912 17:47:01.950698 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950714 64640 Coordinator.h:383] Listener accepted connection from coordinator 3
I0912 17:47:01.950739 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950742 64640 Coordinator.h:383] Listener accepted connection from coordinator 4
I0912 17:47:01.950748 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950750 64640 Coordinator.h:383] Listener accepted connection from coordinator 5
I0912 17:47:01.950755 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950758 64640 Coordinator.h:383] Listener accepted connection from coordinator 7
I0912 17:47:01.950763 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950767 64640 Coordinator.h:383] Listener accepted connection from coordinator 1
I0912 17:47:01.950771 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950773 64640 Coordinator.h:383] Listener accepted connection from coordinator 6
I0912 17:47:01.950978 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950980 64640 Coordinator.h:383] Listener accepted connection from coordinator 2
I0912 17:47:01.950982 64640 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0912 17:47:01.951066 64626 Coordinator.h:435] Coordinator 0 connected to all peers.
I0912 17:47:01.951092 64626 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0912 17:47:01.951107 64626 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0912 17:47:01.951172 64641 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0912 17:47:01.951215 64626 Coordinator.h:146] Coordinator starts to run 3 workers.
I0912 17:47:01.951237 64642 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0912 17:47:01.951275 64643 Executor.h:74] Executor 0 starts.
I0912 17:47:01.951308 64643 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0912 17:47:01.951355 64645 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0912 17:47:01.951406 64644 Executor.h:74] Executor 1 starts.
I0912 17:47:01.951421 64644 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0912 17:47:02.951417 64626 Coordinator.h:237] commit: 80705 abort: 4986 (402/4156/428), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 154496, avg network size: 1.91433, si_in_serializable: 0 0 %, local: 12.6076 %, local_access: 1168004, local_cxl_access: 54559 (4.67113%), remote_access: 10170, remote_access_with_req: 5228 (51.4061%), data_move_in: 5316, n_data_move_out: 0
I0912 17:47:03.951545 64626 Coordinator.h:237] commit: 82139 abort: 4882 (407/4100/375), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 135620, avg network size: 1.6511, si_in_serializable: 0 0 %, local: 12.6529 %, local_access: 1184112, local_cxl_access: 125281 (10.5802%), remote_access: 10375, remote_access_with_req: 4594 (44.2795%), data_move_in: 4528, n_data_move_out: 0
I0912 17:47:04.951639 64626 Coordinator.h:237] commit: 82710 abort: 4875 (419/4054/402), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 114588, avg network size: 1.38542, si_in_serializable: 0 0 %, local: 12.5922 %, local_access: 1193618, local_cxl_access: 168068 (14.0806%), remote_access: 10409, remote_access_with_req: 3891 (37.3811%), data_move_in: 3920, n_data_move_out: 0
I0912 17:47:05.951732 64626 Coordinator.h:237] commit: 83801 abort: 4790 (392/4022/376), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 104736, avg network size: 1.24982, si_in_serializable: 0 0 %, local: 12.5667 %, local_access: 1211219, local_cxl_access: 202071 (16.6833%), remote_access: 10430, remote_access_with_req: 3561 (34.1419%), data_move_in: 3537, n_data_move_out: 0
I0912 17:47:06.951824 64626 Coordinator.h:237] commit: 83732 abort: 4801 (398/4048/355), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 93948, avg network size: 1.12201, si_in_serializable: 0 0 %, local: 12.6415 %, local_access: 1212552, local_cxl_access: 224536 (18.5176%), remote_access: 10507, remote_access_with_req: 3195 (30.4083%), data_move_in: 3193, n_data_move_out: 0
I0912 17:47:07.951917 64626 Coordinator.h:237] commit: 84182 abort: 4738 (426/3945/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 88076, avg network size: 1.04626, si_in_serializable: 0 0 %, local: 12.6393 %, local_access: 1218090, local_cxl_access: 245560 (20.1594%), remote_access: 10521, remote_access_with_req: 2995 (28.4669%), data_move_in: 2905, n_data_move_out: 0
I0912 17:47:08.952004 64626 Coordinator.h:237] commit: 84088 abort: 4750 (438/3947/365), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 82684, avg network size: 0.983303, si_in_serializable: 0 0 %, local: 12.4834 %, local_access: 1220207, local_cxl_access: 261837 (21.4584%), remote_access: 10452, remote_access_with_req: 2812 (26.9039%), data_move_in: 2764, n_data_move_out: 0
I0912 17:47:09.952098 64626 Coordinator.h:237] commit: 84484 abort: 4760 (439/3988/333), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 76076, avg network size: 0.900478, si_in_serializable: 0 0 %, local: 12.574 %, local_access: 1220171, local_cxl_access: 275165 (22.5513%), remote_access: 10571, remote_access_with_req: 2587 (24.4726%), data_move_in: 2567, n_data_move_out: 0
I0912 17:47:10.952193 64626 Coordinator.h:237] commit: 84868 abort: 4748 (403/4014/331), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 70860, avg network size: 0.834944, si_in_serializable: 0 0 %, local: 12.5265 %, local_access: 1225182, local_cxl_access: 288274 (23.5291%), remote_access: 10553, remote_access_with_req: 2409 (22.8276%), data_move_in: 2448, n_data_move_out: 0
I0912 17:47:11.952284 64626 Coordinator.h:237] commit: 84406 abort: 4737 (432/3952/353), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 68812, avg network size: 0.81525, si_in_serializable: 0 0 %, local: 12.6318 %, local_access: 1222603, local_cxl_access: 299032 (24.4586%), remote_access: 10603, remote_access_with_req: 2344 (22.107%), data_move_in: 2387, n_data_move_out: 0
I0912 17:47:12.952374 64626 Coordinator.h:237] commit: 84633 abort: 4687 (418/3919/350), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 65472, avg network size: 0.773599, si_in_serializable: 0 0 %, local: 12.5353 %, local_access: 1221820, local_cxl_access: 308146 (25.2202%), remote_access: 10521, remote_access_with_req: 2235 (21.2432%), data_move_in: 2199, n_data_move_out: 0
I0912 17:47:13.952467 64626 Coordinator.h:237] commit: 84878 abort: 4635 (401/3901/333), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 63572, avg network size: 0.748981, si_in_serializable: 0 0 %, local: 12.5674 %, local_access: 1225347, local_cxl_access: 317512 (25.912%), remote_access: 10558, remote_access_with_req: 2166 (20.5152%), data_move_in: 2094, n_data_move_out: 0
I0912 17:47:14.952551 64626 Coordinator.h:237] commit: 85851 abort: 4666 (435/3944/287), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 57896, avg network size: 0.674378, si_in_serializable: 0 0 %, local: 12.3831 %, local_access: 1234758, local_cxl_access: 327011 (26.4838%), remote_access: 10555, remote_access_with_req: 1975 (18.7115%), data_move_in: 1988, n_data_move_out: 0
I0912 17:47:15.952643 64626 Coordinator.h:237] commit: 85153 abort: 4689 (431/3942/316), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 56424, avg network size: 0.662619, si_in_serializable: 0 0 %, local: 12.3354 %, local_access: 1233086, local_cxl_access: 334868 (27.1569%), remote_access: 10334, remote_access_with_req: 1927 (18.6472%), data_move_in: 1934, n_data_move_out: 0
I0912 17:47:16.952728 64626 Coordinator.h:237] commit: 84984 abort: 4767 (425/4018/324), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 54524, avg network size: 0.64158, si_in_serializable: 0 0 %, local: 12.6447 %, local_access: 1226211, local_cxl_access: 338947 (27.6418%), remote_access: 10675, remote_access_with_req: 1860 (17.4239%), data_move_in: 1915, n_data_move_out: 0
I0912 17:47:17.952814 64626 Coordinator.h:237] commit: 85007 abort: 4720 (414/3986/320), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 50332, avg network size: 0.592092, si_in_serializable: 0 0 %, local: 12.3954 %, local_access: 1228275, local_cxl_access: 344650 (28.0597%), remote_access: 10438, remote_access_with_req: 1718 (16.4591%), data_move_in: 1806, n_data_move_out: 0
I0912 17:47:18.952908 64626 Coordinator.h:237] commit: 85229 abort: 4622 (407/3912/303), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 52556, avg network size: 0.616645, si_in_serializable: 0 0 %, local: 12.5837 %, local_access: 1226691, local_cxl_access: 350049 (28.536%), remote_access: 10616, remote_access_with_req: 1791 (16.8708%), data_move_in: 1758, n_data_move_out: 0
I0912 17:47:19.953001 64626 Coordinator.h:237] commit: 85799 abort: 4772 (407/4052/313), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 48872, avg network size: 0.56961, si_in_serializable: 0 0 %, local: 12.7705 %, local_access: 1231374, local_cxl_access: 356004 (28.9111%), remote_access: 10796, remote_access_with_req: 1673 (15.4965%), data_move_in: 1632, n_data_move_out: 0
I0912 17:47:20.953095 64626 Coordinator.h:237] commit: 85541 abort: 4565 (387/3873/305), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 46188, avg network size: 0.539952, si_in_serializable: 0 0 %, local: 12.3052 %, local_access: 1236016, local_cxl_access: 362470 (29.3257%), remote_access: 10385, remote_access_with_req: 1579 (15.2046%), data_move_in: 1572, n_data_move_out: 0
I0912 17:47:21.953189 64626 Coordinator.h:237] commit: 85528 abort: 4625 (385/3913/327), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 45792, avg network size: 0.535404, si_in_serializable: 0 0 %, local: 12.5421 %, local_access: 1226847, local_cxl_access: 363401 (29.6207%), remote_access: 10647, remote_access_with_req: 1568 (14.7272%), data_move_in: 1514, n_data_move_out: 0
