killing previous experiments...
initializing cxl memory...
I0914 07:05:07.515465  4087 bench_ycsb.cpp:51] RW_RATIO = 50, ZIPF_THETA = 0, CROSS_RATIO = 10
I0914 07:05:07.515509  4087 bench_ycsb.cpp:52] checkpoint 0 to 
I0914 07:05:07.515511  4087 bench_ycsb.cpp:53] cross_part_num 2
I0914 07:05:07.515515  4087 bench_ycsb.cpp:54] lotus_sp_parallel_exec_commit 0
I0914 07:05:07.515516  4087 bench_ycsb.cpp:55] granules_per_partition 2000
I0914 07:05:07.515518  4087 bench_ycsb.cpp:56] keysPerGranule 20
I0914 07:05:07.515558  4087 bench_ycsb.cpp:90] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 07:05:07.540185  4087 Database.h:78] ycsb initialization finished in 24 milliseconds.
I0914 07:05:07.576390  4087 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 07:05:07.576399  4087 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 07:05:07.576856  4087 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (16 CXL hash tables each with 1000 entries)
I0914 07:05:07.576932  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.578048  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.579190  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.580334  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.581485  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.582628  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.583767  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.584908  4087 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 07:05:07.586055  4087 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 07:05:07.586194  4092 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 07:05:07.586270  4087 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0914 07:05:12.586455  4087 Socket.h:69] Disabling nagle
I0914 07:05:12.586469  4087 Coordinator.h:423] Coordinator 0 connected to 1
I0914 07:05:12.586483  4092 Socket.h:69] Disabling nagle
I0914 07:05:12.586495  4092 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 07:05:12.586513  4092 Socket.h:69] Disabling nagle
I0914 07:05:12.586515  4092 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 07:05:12.586521  4092 Socket.h:69] Disabling nagle
I0914 07:05:12.586522  4092 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 07:05:12.586529  4092 Socket.h:69] Disabling nagle
I0914 07:05:12.586529  4092 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 07:05:12.586534  4092 Socket.h:69] Disabling nagle
I0914 07:05:12.586535  4092 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 07:05:12.586580  4087 Socket.h:69] Disabling nagle
I0914 07:05:12.586584  4087 Coordinator.h:423] Coordinator 0 connected to 2
I0914 07:05:12.586596  4092 Socket.h:69] Disabling nagle
I0914 07:05:12.586598  4092 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 07:05:12.586652  4087 Socket.h:69] Disabling nagle
I0914 07:05:12.586654  4087 Coordinator.h:423] Coordinator 0 connected to 3
I0914 07:05:12.586723  4087 Socket.h:69] Disabling nagle
I0914 07:05:12.586735  4087 Coordinator.h:423] Coordinator 0 connected to 4
I0914 07:05:12.586727  4092 Socket.h:69] Disabling nagle
I0914 07:05:12.586741  4092 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 07:05:12.586743  4092 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 07:05:12.586887  4087 Socket.h:69] Disabling nagle
I0914 07:05:12.586890  4087 Coordinator.h:423] Coordinator 0 connected to 5
I0914 07:05:12.586941  4087 Socket.h:69] Disabling nagle
I0914 07:05:12.586943  4087 Coordinator.h:423] Coordinator 0 connected to 6
I0914 07:05:12.586992  4087 Socket.h:69] Disabling nagle
I0914 07:05:12.586994  4087 Coordinator.h:423] Coordinator 0 connected to 7
I0914 07:05:12.586998  4087 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 07:05:12.587011  4087 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 07:05:12.587025  4087 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 07:05:12.587085  4093 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 07:05:12.587096  4087 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 07:05:12.587107  4094 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 07:05:12.587160  4095 Executor.h:74] Executor 0 starts.
I0914 07:05:12.587193  4095 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 07:05:12.587203  4097 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 07:05:12.587237  4096 Executor.h:74] Executor 1 starts.
I0914 07:05:12.587244  4096 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 07:05:13.587261  4087 Coordinator.h:237] commit: 108086 abort: 677 (0/615/62), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 1181952, avg network size: 10.9353, si_in_serializable: 0 0 %, local: 9.84494 %, local_access: 1037860, local_cxl_access: 4066 (0.391768%), remote_access: 49780, remote_access_with_req: 49253 (98.9413%), data_move_in: 50997, n_data_move_out: 50579
I0914 07:05:14.587357  4087 Coordinator.h:237] commit: 69070 abort: 728 (0/671/57), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 771624, avg network size: 11.1716, si_in_serializable: 0 0 %, local: 10 %, local_access: 665268, local_cxl_access: 2735 (0.411113%), remote_access: 32710, remote_access_with_req: 32149 (98.2849%), data_move_in: 32580, n_data_move_out: 32539
I0914 07:05:15.587438  4087 Coordinator.h:237] commit: 56245 abort: 820 (0/722/98), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 618456, avg network size: 10.9958, si_in_serializable: 0 0 %, local: 9.89777 %, local_access: 544437, local_cxl_access: 2288 (0.420251%), remote_access: 26215, remote_access_with_req: 25771 (98.3063%), data_move_in: 25986, n_data_move_out: 26283
I0914 07:05:16.587527  4087 Coordinator.h:237] commit: 48910 abort: 1077 (0/931/146), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 546672, avg network size: 11.1771, si_in_serializable: 0 0 %, local: 10.0327 %, local_access: 476215, local_cxl_access: 1968 (0.413259%), remote_access: 23665, remote_access_with_req: 22783 (96.273%), data_move_in: 23123, n_data_move_out: 22840
I0914 07:05:17.587615  4087 Coordinator.h:237] commit: 43871 abort: 1661 (0/1558/103), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 478512, avg network size: 10.9073, si_in_serializable: 0 0 %, local: 9.75815 %, local_access: 434575, local_cxl_access: 1706 (0.392567%), remote_access: 20745, remote_access_with_req: 19938 (96.1099%), data_move_in: 20781, n_data_move_out: 20751
I0914 07:05:18.587708  4087 Coordinator.h:237] commit: 40953 abort: 1241 (0/1205/36), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 452544, avg network size: 11.0503, si_in_serializable: 0 0 %, local: 9.94555 %, local_access: 402745, local_cxl_access: 1880 (0.466797%), remote_access: 19195, remote_access_with_req: 18851 (98.2079%), data_move_in: 19543, n_data_move_out: 19510
I0914 07:05:19.587788  4087 Coordinator.h:237] commit: 38297 abort: 1911 (0/1860/51), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 425952, avg network size: 11.1223, si_in_serializable: 0 0 %, local: 10.0086 %, local_access: 383575, local_cxl_access: 1708 (0.445284%), remote_access: 18495, remote_access_with_req: 17748 (95.9611%), data_move_in: 18514, n_data_move_out: 18892
I0914 07:05:20.587867  4087 Coordinator.h:237] commit: 36104 abort: 975 (0/890/85), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 411888, avg network size: 11.4084, si_in_serializable: 0 0 %, local: 10.2648 %, local_access: 353115, local_cxl_access: 1391 (0.393923%), remote_access: 17685, remote_access_with_req: 17167 (97.071%), data_move_in: 17869, n_data_move_out: 17625
