killing previous experiments...
deleting log files...
initializing cxl memory...
I0422 05:45:27.216941  4198 bench_ycsb.cpp:66] RW_RATIO = 100, ZIPF_THETA = 0.7, CROSS_RATIO = 0
I0422 05:45:27.217006  4198 bench_ycsb.cpp:67] checkpoint 1 to 
I0422 05:45:27.217010  4198 bench_ycsb.cpp:68] cross_part_num 2
I0422 05:45:27.217011  4198 bench_ycsb.cpp:69] lotus_sp_parallel_exec_commit 0
I0422 05:45:27.217015  4198 bench_ycsb.cpp:70] granules_per_partition 2000
I0422 05:45:27.217016  4198 bench_ycsb.cpp:71] keysPerGranule 150
I0422 05:45:29.664963  4198 Database.h:81] ycsb initialization finished in 2440 milliseconds.
I0422 05:45:29.713232  4198 CXLMemory.h:57] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0422 05:45:29.713255  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:29.855070  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:29.997172  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:30.139542  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:30.281950  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:30.424273  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:30.566457  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:30.708959  4198 MPSCRingBuffer.h:35] entry_struct_size: 65536 entry_num: 8192
I0422 05:45:30.851521  4198 Coordinator.h:422] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 8192 entries (each 65527 Bytes)
I0422 05:45:30.851543  4198 Coordinator.h:444] created global CXL EBR metadata
I0422 05:45:30.851673  4198 Coordinator.h:86] WAL Group Commiting to file [/root/pasha_log_group_commit.txt] using GroupCommit Logger
I0422 05:45:30.851679  4198 Coordinator.h:101] Coordinator initializes 2 workers.
I0422 05:45:30.852061  4202 Coordinator.h:476] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0422 05:45:30.852170  4198 Coordinator.h:522] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0422 05:45:30.859025  4202 Socket.h:69] Disabling nagle
I0422 05:45:30.859030  4202 Coordinator.h:491] Listener accepted connection from coordinator 2
I0422 05:45:30.859038  4202 Socket.h:69] Disabling nagle
I0422 05:45:30.859040  4202 Coordinator.h:491] Listener accepted connection from coordinator 4
I0422 05:45:30.859046  4202 Socket.h:69] Disabling nagle
I0422 05:45:30.859048  4202 Coordinator.h:491] Listener accepted connection from coordinator 3
I0422 05:45:30.859185  4202 Socket.h:69] Disabling nagle
I0422 05:45:30.859189  4202 Coordinator.h:491] Listener accepted connection from coordinator 7
I0422 05:45:30.859194  4202 Socket.h:69] Disabling nagle
I0422 05:45:30.859196  4202 Coordinator.h:491] Listener accepted connection from coordinator 5
I0422 05:45:30.859201  4202 Socket.h:69] Disabling nagle
I0422 05:45:30.859203  4202 Coordinator.h:491] Listener accepted connection from coordinator 6
I0422 05:45:30.859285  4202 Socket.h:69] Disabling nagle
I0422 05:45:30.859287  4202 Coordinator.h:491] Listener accepted connection from coordinator 1
I0422 05:45:30.859289  4202 Coordinator.h:494] Listener 0 on coordinator 0 exits.
I0422 05:45:35.852442  4198 Socket.h:69] Disabling nagle
I0422 05:45:35.852455  4198 Coordinator.h:531] Coordinator 0 connected to 1
I0422 05:45:35.852597  4198 Socket.h:69] Disabling nagle
I0422 05:45:35.852607  4198 Coordinator.h:531] Coordinator 0 connected to 2
I0422 05:45:35.852705  4198 Socket.h:69] Disabling nagle
I0422 05:45:35.852710  4198 Coordinator.h:531] Coordinator 0 connected to 3
I0422 05:45:35.852816  4198 Socket.h:69] Disabling nagle
I0422 05:45:35.852820  4198 Coordinator.h:531] Coordinator 0 connected to 4
I0422 05:45:35.852912  4198 Socket.h:69] Disabling nagle
I0422 05:45:35.852916  4198 Coordinator.h:531] Coordinator 0 connected to 5
I0422 05:45:35.853034  4198 Socket.h:69] Disabling nagle
I0422 05:45:35.853037  4198 Coordinator.h:531] Coordinator 0 connected to 6
I0422 05:45:35.853128  4198 Socket.h:69] Disabling nagle
I0422 05:45:35.853132  4198 Coordinator.h:531] Coordinator 0 connected to 7
I0422 05:45:35.853145  4198 Coordinator.h:543] Coordinator 0 connected to all peers.
I0422 05:45:35.853152  4198 Dispatcher.h:38] IncomingDispatcher 0 coord_id 0
I0422 05:45:35.853209  4198 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0422 05:45:35.853264  4198 Coordinator.h:640] pinned thread to core 0
I0422 05:45:35.853276  4203 Dispatcher.h:57] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0422 05:45:35.853327  4198 Coordinator.h:640] pinned thread to core 1
I0422 05:45:35.853331  4204 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0422 05:45:35.853456  4198 Coordinator.h:640] pinned thread to core 2
I0422 05:45:35.853458  4205 WALLogger.h:456] logger thread started!
I0422 05:45:35.853494  4198 Coordinator.h:216] Coordinator starts to run 3 workers.
